검색 키워드,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
Scoping,38705023,A scoping review of factors associated with self-management in young adults with stroke,"Zhou Z, Fang X, Huang Y, Hu J, Zhang K, Jia S.",Patient Educ Couns. 2024 Aug;125:108308. doi: 10.1016/j.pec.2024.108308. Epub 2024 Apr 30.,Zhou Z,Patient Educ Couns,2024,2024/05/05,,,10.1016/j.pec.2024.108308
Scoping,34020839,Virtual environments to study emotional responses to clinical communication: A scoping review,"Sanders JJ, Caponigro E, Ericson JD, Dubey M, Duane JN, Orr SP, Pirl W, Tulsky JA, Blanch-Hartigan D.",Patient Educ Couns. 2021 Dec;104(12):2922-2935. doi: 10.1016/j.pec.2021.04.022. Epub 2021 May 9.,Sanders JJ,Patient Educ Couns,2021,2021/05/22,,,10.1016/j.pec.2021.04.022
Scoping,37364380,What we know about fatigue self-management programs for people living with chronic conditions: A scoping review,"Alizadeh N, Packer T, Chen YT, Alnasery Y.",Patient Educ Couns. 2023 Sep;114:107866. doi: 10.1016/j.pec.2023.107866. Epub 2023 Jun 22.,Alizadeh N,Patient Educ Couns,2023,2023/06/26,,,10.1016/j.pec.2023.107866
Scoping,38301598,Improving health and scientific literacy in disadvantaged groups: A scoping review of interventions,"Romanova A, Rubinelli S, Diviani N.",Patient Educ Couns. 2024 May;122:108168. doi: 10.1016/j.pec.2024.108168. Epub 2024 Jan 28.,Romanova A,Patient Educ Couns,2024,2024/02/01,,,10.1016/j.pec.2024.108168
Scoping,36055906,Communication regarding the deactivation of implantable cardioverter-defibrillators: A scoping review and narrative summary of current interventions,"Callaghan EM, Diamandis-Nikoletatos E, van Leeuwen PP, Higgins JB, Somerville CE, Brown LJ, Schumacher TL.",Patient Educ Couns. 2022 Dec;105(12):3431-3445. doi: 10.1016/j.pec.2022.08.011. Epub 2022 Aug 22.,Callaghan EM,Patient Educ Couns,2022,2022/09/02,,,10.1016/j.pec.2022.08.011
Scoping,31229328,Knowledge and understanding of pharmacogenomic testing among patients and health care professionals: A scoping review,"Veilleux S, Bouffard M.",Patient Educ Couns. 2019 Nov;102(11):2001-2009. doi: 10.1016/j.pec.2019.06.008. Epub 2019 Jun 15.,Veilleux S,Patient Educ Couns,2019,2019/06/24,,,10.1016/j.pec.2019.06.008
Scoping,28392179,How do patients experience caring? Scoping review,"Gillespie H, Kelly M, Duggan S, Dornan T.",Patient Educ Couns. 2017 Sep;100(9):1622-1633. doi: 10.1016/j.pec.2017.03.029. Epub 2017 Mar 31.,Gillespie H,Patient Educ Couns,2017,2017/04/11,,,10.1016/j.pec.2017.03.029
Scoping,25535012,Empirical relationships between health literacy and treatment decision making: a scoping review of the literature,"Malloy-Weir LJ, Charles C, Gafni A, Entwistle VA.",Patient Educ Couns. 2015 Mar;98(3):296-309. doi: 10.1016/j.pec.2014.11.004. Epub 2014 Dec 8.,Malloy-Weir LJ,Patient Educ Couns,2015,2014/12/24,,,10.1016/j.pec.2014.11.004
Scoping,37897867,A scoping review into the explanations for differences in the degrees of shared decision making experienced by patients,"Zagt AC, Bos N, Bakker M, de Boer D, Friele RD, de Jong JD.",Patient Educ Couns. 2024 Jan;118:108030. doi: 10.1016/j.pec.2023.108030. Epub 2023 Oct 18.,Zagt AC,Patient Educ Couns,2024,2023/10/28,,,10.1016/j.pec.2023.108030
Scoping,37976669,Point-of-care communication for patients with limited language proficiency: A scoping review of healthcare interpretation applications,"Kiblinger T, Daniels K, Calamaro C.",Patient Educ Couns. 2024 Feb;119:108060. doi: 10.1016/j.pec.2023.108060. Epub 2023 Nov 9.,Kiblinger T,Patient Educ Couns,2024,2023/11/17,,,10.1016/j.pec.2023.108060
Scoping,31451363,Health information overload among health consumers: A scoping review,"Khaleel I, Wimmer BC, Peterson GM, Zaidi STR, Roehrer E, Cummings E, Lee K.",Patient Educ Couns. 2020 Jan;103(1):15-32. doi: 10.1016/j.pec.2019.08.008. Epub 2019 Aug 12.,Khaleel I,Patient Educ Couns,2020,2019/08/28,,,10.1016/j.pec.2019.08.008
Scoping,32359877,"Evaluation of first-person storytelling on changing health-related attitudes, knowledge, behaviors, and outcomes: A scoping review","Lipsey AF, Waterman AD, Wood EH, Balliet W.",Patient Educ Couns. 2020 Oct;103(10):1922-1934. doi: 10.1016/j.pec.2020.04.014. Epub 2020 Apr 20.,Lipsey AF,Patient Educ Couns,2020,2020/05/04,,,10.1016/j.pec.2020.04.014
Scoping,35393227,Practice nurses' communication with people living with type 2 diabetes: A scoping review,"Hills S, Terry D, Gazula S, Browning C.",Patient Educ Couns. 2022 Aug;105(8):2664-2670. doi: 10.1016/j.pec.2022.03.024. Epub 2022 Mar 31.,Hills S,Patient Educ Couns,2022,2022/04/08,,,10.1016/j.pec.2022.03.024
Scoping,37951163,Communication between healthcare providers and communicatively-vulnerable patients with associated health outcomes: A scoping review of knowledge syntheses,"Jenstad LM, Howe T, Breau G, Abel J, Colozzo P, Halas G, Mason G, Rieger C, Simon L, Strachan S.",Patient Educ Couns. 2024 Feb;119:108040. doi: 10.1016/j.pec.2023.108040. Epub 2023 Nov 4.,Jenstad LM,Patient Educ Couns,2024,2023/11/11,,,10.1016/j.pec.2023.108040
Scoping,34865888,The needs of gynecological cancer survivors at the end of primary treatment: A scoping review and proposed model to guide clinical discussions,"Galica J, Saunders S, Romkey-Sinasac C, Silva A, Ethier JL, Giroux J, Jull J, Maheu C, Ross-White A, Stark D, Robb K.",Patient Educ Couns. 2022 Jul;105(7):1761-1782. doi: 10.1016/j.pec.2021.11.020. Epub 2021 Nov 25.,Galica J,Patient Educ Couns,2022,2021/12/06,,,10.1016/j.pec.2021.11.020
Scoping,33593644,The communication of uncertainty in health: A scoping review,"Kalke K, Studd H, Scherr CL.",Patient Educ Couns. 2021 Aug;104(8):1945-1961. doi: 10.1016/j.pec.2021.01.034. Epub 2021 Feb 1.,Kalke K,Patient Educ Couns,2021,2021/02/17,,,10.1016/j.pec.2021.01.034
Scoping,29173960,Face-to-face communication between patients and family physicians in Canada: A scoping review,"Armas A, Meyer SB, Corbett KK, Pearce AR.",Patient Educ Couns. 2018 May;101(5):789-803. doi: 10.1016/j.pec.2017.11.008. Epub 2017 Nov 20.,Armas A,Patient Educ Couns,2018,2017/11/28,,,10.1016/j.pec.2017.11.008
Scoping,35659466,Bringing personal perspective elicitation to the heart of shared decision-making: A scoping review,"Rake EA, Box ICH, Dreesens D, Meinders MJ, Kremer JAM, Aarts JWM, Elwyn G.",Patient Educ Couns. 2022 Sep;105(9):2860-2870. doi: 10.1016/j.pec.2022.05.009. Epub 2022 May 16.,Rake EA,Patient Educ Couns,2022,2022/06/06,,,10.1016/j.pec.2022.05.009
Scoping,34810056,What are we doing to support informal caregivers? A scoping review of caregiver education programs in cancer care,"Papadakos J, Samoil D, Umakanthan B, Charow R, Jones JM, Matthew A, Nissim R, Sayal A, Giuliani ME.",Patient Educ Couns. 2022 Jul;105(7):1722-1730. doi: 10.1016/j.pec.2021.10.012. Epub 2021 Oct 23.,Papadakos J,Patient Educ Couns,2022,2021/11/23,,,10.1016/j.pec.2021.10.012
Scoping,31767244,Factors shaping the provision of sexual health education for adults with acute coronary syndrome: A scoping review,"Hyde EK, Martin DE, Rieger KL.",Patient Educ Couns. 2020 May;103(5):877-887. doi: 10.1016/j.pec.2019.11.017. Epub 2019 Nov 16.,Hyde EK,Patient Educ Couns,2020,2019/11/27,,,10.1016/j.pec.2019.11.017
Scoping,38701622,The role of time in involving patients with cancer in treatment decision making: A scoping review,"Wieringa TH, León-García M, Espinoza Suárez NR, Hernández-Leal MJ, Jacome CS, Zisman-Ilani Y, Otten RHJ, Montori VM, Pieterse AH.",Patient Educ Couns. 2024 Aug;125:108285. doi: 10.1016/j.pec.2024.108285. Epub 2024 Apr 22.,Wieringa TH,Patient Educ Couns,2024,2024/05/03,,,10.1016/j.pec.2024.108285
Scoping,34602334,What do we know about written assessment of health professionals' communication skills? A scoping review,"Perron NJ, Pype P, van Nuland M, Bujnowska-Fedak MM, Dohms M, Essers G, Joakimsen R, Tsimtsiou Z, Kiessling C.",Patient Educ Couns. 2022 May;105(5):1188-1200. doi: 10.1016/j.pec.2021.09.011. Epub 2021 Sep 15.,Perron NJ,Patient Educ Couns,2022,2021/10/04,,,10.1016/j.pec.2021.09.011
Scoping,32299642,Giving and receiving a diagnosis of a progressive neurological condition: A scoping review of doctors' and patients' perspectives,"Anestis E, Eccles F, Fletcher I, French M, Simpson J.",Patient Educ Couns. 2020 Sep;103(9):1709-1723. doi: 10.1016/j.pec.2020.03.023. Epub 2020 Apr 2.,Anestis E,Patient Educ Couns,2020,2020/04/18,,,10.1016/j.pec.2020.03.023
Scoping,30553576,"Beginning with high value care in mind: A scoping review and toolkit to support the content, delivery, measurement, and sustainment of high value care","Sheridan SL, Donahue KE, Brenner AT.",Patient Educ Couns. 2019 Feb;102(2):238-252. doi: 10.1016/j.pec.2018.05.014. Epub 2018 May 20.,Sheridan SL,Patient Educ Couns,2019,2018/12/17,,,10.1016/j.pec.2018.05.014
Scoping,33446366,A scoping review of communication tools applicable to patients and their primary care providers after discharge from hospital,"Spencer RA, Singh Punia H.",Patient Educ Couns. 2021 Jul;104(7):1681-1703. doi: 10.1016/j.pec.2020.12.010. Epub 2020 Dec 23.,Spencer RA,Patient Educ Couns,2021,2021/01/15,,,10.1016/j.pec.2020.12.010
Scoping,32782179,Communication skills training for healthcare professionals in providing genetic counseling: A scoping literature review,"Medendorp NM, van den Heuvel LM, Han PKJ, Hillen MA, Smets EMA.",Patient Educ Couns. 2021 Jan;104(1):20-32. doi: 10.1016/j.pec.2020.07.018. Epub 2020 Aug 1.,Medendorp NM,Patient Educ Couns,2021,2020/08/13,,,10.1016/j.pec.2020.07.018
Scoping,38367305,Stigmatisation in medical encounters for persistent physical symptoms/functional disorders: Scoping review and thematic synthesis,"Treufeldt H, Burton C.",Patient Educ Couns. 2024 Jun;123:108198. doi: 10.1016/j.pec.2024.108198. Epub 2024 Feb 7.,Treufeldt H,Patient Educ Couns,2024,2024/02/17,,,10.1016/j.pec.2024.108198
Scoping,31514978,Motivational interviewing adherence tools: A scoping review investigating content validity,"Lundahl B, Droubay BA, Burke B, Butters RP, Nelford K, Hardy C, Keovongsa K, Bowles M.",Patient Educ Couns. 2019 Dec;102(12):2145-2155. doi: 10.1016/j.pec.2019.07.003. Epub 2019 Jul 25.,Lundahl B,Patient Educ Couns,2019,2019/09/14,,,10.1016/j.pec.2019.07.003
Scoping,30087021,The impact of the use of video-based educational interventions on patient outcomes in hospital settings: A scoping review,"Dahodwala M, Geransar R, Babion J, de Grood J, Sargious P.",Patient Educ Couns. 2018 Dec;101(12):2116-2124. doi: 10.1016/j.pec.2018.06.018. Epub 2018 Jun 30.,Dahodwala M,Patient Educ Couns,2018,2018/08/09,,,10.1016/j.pec.2018.06.018
Scoping,38159507,Are we educating patients about postoperative analgesics following orthopaedic surgery? A scoping review,"Chen LM, Mirkazemi C, Veal FC.",Patient Educ Couns. 2024 Mar;120:108123. doi: 10.1016/j.pec.2023.108123. Epub 2023 Dec 22.,Chen LM,Patient Educ Couns,2024,2023/12/30,,,10.1016/j.pec.2023.108123
Scoping,39862489,Racial equity in and through medical interaction scholarship: A scoping review,"Venetis MK, Hull SJ, Nolan-Cody H, Austin JT, Salas MJ, Jenny Mai S, Shields L, Alvarez CF.",Patient Educ Couns. 2025 May;134:108648. doi: 10.1016/j.pec.2025.108648. Epub 2025 Jan 11.,Venetis MK,Patient Educ Couns,2025,2025/01/25,,,10.1016/j.pec.2025.108648
Scoping,29980337,Treatment decision making involving patients with dementia in acute care: A scoping review,"Pecanac KE, Wyman M, Kind AJH, Voils CI.",Patient Educ Couns. 2018 Nov;101(11):1884-1891. doi: 10.1016/j.pec.2018.06.017. Epub 2018 Jun 28.,Pecanac KE,Patient Educ Couns,2018,2018/07/08,PMC6179913,NIHMS979827,10.1016/j.pec.2018.06.017
Scoping,39146890,The use of asynchronous digital two-way communication between patients and healthcare professionals after hospital discharge: A scoping review,"Jensen LWH, Ghaffari A, Rahbek O, Dinesen B, Kold S.",Patient Educ Couns. 2024 Nov;128:108393. doi: 10.1016/j.pec.2024.108393. Epub 2024 Aug 8.,Jensen LWH,Patient Educ Couns,2024,2024/08/15,,,10.1016/j.pec.2024.108393
Scoping,34509340,Comparing process evaluations of motivational interviewing interventions for managing health conditions and health promotions: A scoping review,"Rimayanti MU, O'Halloran PD, Shields N, Morris R, Taylor NF.",Patient Educ Couns. 2022 May;105(5):1170-1180. doi: 10.1016/j.pec.2021.08.032. Epub 2021 Aug 28.,Rimayanti MU,Patient Educ Couns,2022,2021/09/12,,,10.1016/j.pec.2021.08.032
Scoping,39626452,Instruments evaluating the duration and pace of clinical encounters: A scoping review,"Soto Jacome C, Espinoza Suarez NR, Golembiewski EH, Gravholt D, Crowley A, Urtecho M, Garcia Leon M, Mandhana D, Ballard D, Kunneman M, Prokop L, Montori VM.",Patient Educ Couns. 2025 Feb;131:108591. doi: 10.1016/j.pec.2024.108591. Epub 2024 Nov 30.,Soto Jacome C,Patient Educ Couns,2025,2024/12/03,,,10.1016/j.pec.2024.108591
Scoping,33563502,The information needs of internet users and their requirements for online health information-A scoping review of qualitative and quantitative studies,"Wollmann K, der Keylen PV, Tomandl J, Meerpohl JJ, Sofroniou M, Maun A, Voigt-Radloff S.",Patient Educ Couns. 2021 Aug;104(8):1904-1932. doi: 10.1016/j.pec.2021.01.020. Epub 2021 Jan 20.,Wollmann K,Patient Educ Couns,2021,2021/02/10,,,10.1016/j.pec.2021.01.020
Scoping,36502560,Factors related to promotion of physical activity in clinical oncology practice: A scoping review,"Schmidt MLK, Østergren P, Kvorning Ternov K, Sønksen J, Midtgaard J.",Patient Educ Couns. 2023 Feb;107:107582. doi: 10.1016/j.pec.2022.107582. Epub 2022 Nov 30.,Schmidt MLK,Patient Educ Couns,2023,2022/12/11,,,10.1016/j.pec.2022.107582
Scoping,35393229,Interrupted opening statements in clinical encounters: A scoping review,"Coyle AC, Yen RW, Elwyn G.",Patient Educ Couns. 2022 Aug;105(8):2653-2663. doi: 10.1016/j.pec.2022.03.026. Epub 2022 Mar 31.,Coyle AC,Patient Educ Couns,2022,2022/04/08,,,10.1016/j.pec.2022.03.026
Scoping,33516591,Tested communication strategies for providing information to patients in medical consultations: A scoping review and quality assessment of the literature,"Menichetti J, Lie HC, Mellblom AV, Brembo EA, Eide H, Gulbrandsen P, Heyn L, Saltveit KH, Strømme H, Sundling V, Turk E, Juvet LK.",Patient Educ Couns. 2021 Aug;104(8):1891-1903. doi: 10.1016/j.pec.2021.01.019. Epub 2021 Jan 20.,Menichetti J,Patient Educ Couns,2021,2021/01/31,,,10.1016/j.pec.2021.01.019
Scoping,32624327,Summarizing recommendations to eliminate weight stigma in prenatal health care settings: A scoping review,"Nagpal TS, Liu RH, Gaudet L, Cook JL, Adamo KB.",Patient Educ Couns. 2020 Nov;103(11):2214-2223. doi: 10.1016/j.pec.2020.06.017. Epub 2020 Jul 2.,Nagpal TS,Patient Educ Couns,2020,2020/07/07,,,10.1016/j.pec.2020.06.017
Scoping,37847989,A scoping review of the use of parent-adolescent dyads in HPV vaccination research,"Walker KK, Clare A, Kumar A, Gaviria-Agudelo C.",Patient Educ Couns. 2024 Jan;118:108007. doi: 10.1016/j.pec.2023.108007. Epub 2023 Oct 11.,Walker KK,Patient Educ Couns,2024,2023/10/17,,,10.1016/j.pec.2023.108007
Scoping,27765377,The information needs of adult cancer survivors across the cancer continuum: A scoping review,"Fletcher C, Flight I, Chapman J, Fennell K, Wilson C.",Patient Educ Couns. 2017 Mar;100(3):383-410. doi: 10.1016/j.pec.2016.10.008. Epub 2016 Oct 12.,Fletcher C,Patient Educ Couns,2017,2016/10/22,,,10.1016/j.pec.2016.10.008
Scoping,38626578,Health literacy friendly organizations - A scoping review about promoting health literacy in a surgical setting,"Jaensson M, Josefin W, Dahlberg K.",Patient Educ Couns. 2024 Aug;125:108291. doi: 10.1016/j.pec.2024.108291. Epub 2024 Apr 12.,Jaensson M,Patient Educ Couns,2024,2024/04/16,,,10.1016/j.pec.2024.108291
Scoping,41570489,Patient and clinician engagement with generative artificial intelligence (GenAI): A scoping review of implications for patient-centered communication,"Hahne J, Carpenter BD.",Patient Educ Couns. 2026 Jan 17;145:109492. doi: 10.1016/j.pec.2026.109492. Online ahead of print.,Hahne J,Patient Educ Couns,2026,2026/01/22,,,10.1016/j.pec.2026.109492
Scoping,32513475,Communication practices of healthcare professionals when caring for overweight/obese pregnant women: A scoping review,"Dieterich R, Demirci J.",Patient Educ Couns. 2020 Oct;103(10):1902-1912. doi: 10.1016/j.pec.2020.05.011. Epub 2020 May 23.,Dieterich R,Patient Educ Couns,2020,2020/06/10,,,10.1016/j.pec.2020.05.011
Scoping,40886586,Exploring patient-provider communication experiences of Asian Indian patients in the United States: A scoping review,"Nadella PS, Miller AN, Todd A.",Patient Educ Couns. 2025 Dec;141:109320. doi: 10.1016/j.pec.2025.109320. Epub 2025 Aug 29.,Nadella PS,Patient Educ Couns,2025,2025/08/31,,,10.1016/j.pec.2025.109320
Scoping,32624328,"Dimensions, application, and outcomes of person-centered self-management interventions for those living with type 2 diabetes: A scoping review","Lafontaine S, Bourgault P, Girard A, Ellefsen E.",Patient Educ Couns. 2020 Oct;103(10):1961-1982. doi: 10.1016/j.pec.2020.06.020. Epub 2020 Jun 22.,Lafontaine S,Patient Educ Couns,2020,2020/07/07,,,10.1016/j.pec.2020.06.020
Scoping,31278036,Mechanisms by which end-of-life communication influences palliative-oriented care in nursing homes: A scoping review,"Gonella S, Campagna S, Basso I, De Marinis MG, Di Giulio P.",Patient Educ Couns. 2019 Dec;102(12):2134-2144. doi: 10.1016/j.pec.2019.06.018. Epub 2019 Jun 27.,Gonella S,Patient Educ Couns,2019,2019/07/07,,,10.1016/j.pec.2019.06.018
Scoping,40273837,Physiotherapist-targeted strategies and tools for recognising patients with limited health literacy and adapting physiotherapeutic communication: A scoping review,"Bruin N, Wittink H, Oosterhaven J, Hesselink A, Hobbelen H, Lakke S.",Patient Educ Couns. 2025 Aug;137:108784. doi: 10.1016/j.pec.2025.108784. Epub 2025 Apr 17.,Bruin N,Patient Educ Couns,2025,2025/04/24,,,10.1016/j.pec.2025.108784
Scoping,36038395,Type 2 diabetes peer support interventions as a complement to primary care settings in high-income nations: A scoping review,"Lu S, Leduc N, Moullec G.",Patient Educ Couns. 2022 Nov;105(11):3267-3278. doi: 10.1016/j.pec.2022.08.010. Epub 2022 Aug 20.,Lu S,Patient Educ Couns,2022,2022/08/29,,,10.1016/j.pec.2022.08.010
Scoping,33109429,Health literacy in the general population in the context of epidemic or pandemic coronavirus outbreak situations: Rapid scoping review,"Matterne U, Egger N, Tempes J, Tischer C, Lander J, Dierks ML, Bitzer EM, Apfelbacher C.",Patient Educ Couns. 2021 Feb;104(2):223-234. doi: 10.1016/j.pec.2020.10.012. Epub 2020 Oct 10.,Matterne U,Patient Educ Couns,2021,2020/10/28,PMC7547635,,10.1016/j.pec.2020.10.012
Scoping,29239734,"What we know about the purpose, theoretical foundation, scope and dimensionality of existing self-management measurement tools: A scoping review","Packer TL, Fracini A, Audulv Å, Alizadeh N, van Gaal BGI, Warner G, Kephart G.",Patient Educ Couns. 2018 Apr;101(4):579-595. doi: 10.1016/j.pec.2017.10.014. Epub 2017 Oct 25.,Packer TL,Patient Educ Couns,2018,2017/12/15,,,10.1016/j.pec.2017.10.014
