검색 키워드,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
Review,13680015,Metastatic osteosarcoma to the small bowel with resultant intussusception: a case report and review of the literature,"Wootton-Gorges SL, Stein-Wexler R, West DC.",Pediatr Radiol. 2003 Dec;33(12):890-2. doi: 10.1007/s00247-003-1018-2. Epub 2003 Sep 16.,Wootton-Gorges SL,Pediatr Radiol,2003,2003. 9. 19,,,10.1007/s00247-003-1018-2
Review,3883298,Juvenile laryngeal papillomatosis with pulmonary parenchymal spread. Case report and review of the literature,"Kawanami T, Bowen A.",Pediatr Radiol. 1985;15(2):102-4. doi: 10.1007/BF02388713.,Kawanami T,Pediatr Radiol,1985,1985. 1. 1,,,10.1007/BF02388713
Review,15711998,Does asymptomatic septal agenesis exist? A review of 34 cases,"Belhocine O, André C, Kalifa G, Adamsbaum C.",Pediatr Radiol. 2005 Apr;35(4):410-8. doi: 10.1007/s00247-004-1378-2. Epub 2005 Feb 15.,Belhocine O,Pediatr Radiol,2005,2005. 2. 16,,,10.1007/s00247-004-1378-2
Review,1815170,Intervertebral disk space calcification. A report of 51 children with a review of the literature,"Girodias JB, Azouz EM, Marton D.",Pediatr Radiol. 1991;21(8):541-6. doi: 10.1007/BF02012591.,Girodias JB,Pediatr Radiol,1991,1991. 1. 1,,,10.1007/BF02012591
Review,10663513,Nodular regenerative hyperplasia of the liver: case report of a 13-year-old girl and review of the literature,"Trenschel GM, Schubert A, Dries V, Benz-Bohm G.",Pediatr Radiol. 2000 Jan;30(1):64-8. doi: 10.1007/s002470050016.,Trenschel GM,Pediatr Radiol,2000,2000. 2. 9,,,10.1007/s002470050016
Review,12739082,The radiological spectrum of invasive aspergillosis in children: a 10-year review,"Thomas KE, Owens CM, Veys PA, Novelli V, Costoli V.",Pediatr Radiol. 2003 Jul;33(7):453-60. doi: 10.1007/s00247-003-0919-4. Epub 2003 May 9.,Thomas KE,Pediatr Radiol,2003,2003. 5. 10,,,10.1007/s00247-003-0919-4
Review,38311683,Correction to: Is there a skeletal age index that can predict accurate curve progression in adolescent idiopathic scoliosis? A systematic review,"Manzetti M, Ruffilli A, Barile F, Viroli G, Traversari M, Vita F, Cerasoli T, Arceri A, Artioli E, Mazzotti A, Faldini C.",Pediatr Radiol. 2024 Apr;54(4):662. doi: 10.1007/s00247-024-05871-2.,Manzetti M,Pediatr Radiol,2024,2024. 2. 4,,,10.1007/s00247-024-05871-2
Review,8516047,Congenital bronchoesophageal fistula in childhood. Case report and review of the literature,"Wang CR, Tiu CM, Chou YH, Chang T.",Pediatr Radiol. 1993;23(2):158-9. doi: 10.1007/BF02012418.,Wang CR,Pediatr Radiol,1993,1993. 1. 1,,,10.1007/BF02012418
Review,19430771,"Review of interventional procedures in the very low birth-weight infant (<1.5 kg): complications, lessons learned and current practice","Laffan EE, McNamara PJ, Amaral J, Whyte H, L'Herault J, Temple M, John P, Connolly BL.",Pediatr Radiol. 2009 Aug;39(8):781-90. doi: 10.1007/s00247-009-1267-9. Epub 2009 May 9.,Laffan EE,Pediatr Radiol,2009,2009. 5. 12,,,10.1007/s00247-009-1267-9
Review,10789914,"Neurocutaneous melanosis with hydrocephalus, intraspinal arachnoid collections and syringomyelia: case report and literature review","Peters R, Jansen G, Engelbrecht V.",Pediatr Radiol. 2000 Apr;30(4):284-8. doi: 10.1007/s002470050742.,Peters R,Pediatr Radiol,2000,2000. 5. 2,,,10.1007/s002470050742
Review,9880629,Patterns of recurrence of intussusception in children: a 17-year review,"Daneman A, Alton DJ, Lobo E, Gravett J, Kim P, Ein SH.",Pediatr Radiol. 1998 Dec;28(12):913-9. doi: 10.1007/s002470050497.,Daneman A,Pediatr Radiol,1998,1999. 1. 9,,,10.1007/s002470050497
Review,7936785,Childhood intussusception and approaches to treatment: a historical review,McDermott VG.,Pediatr Radiol. 1994;24(3):153-5. doi: 10.1007/BF02012174.,McDermott VG,Pediatr Radiol,1994,1994. 1. 1,,,10.1007/BF02012174
Review,8078728,Bone metastases in Wilms' tumor--report of three cases and review of literature,"Gururangan S, Wilimas JA, Fletcher BD.",Pediatr Radiol. 1994;24(2):85-7. doi: 10.1007/BF02020158.,Gururangan S,Pediatr Radiol,1994,1994. 1. 1,,,10.1007/BF02020158
Review,109805,Traumatic pharyngeal pseudodiverticulum in neonates and infants. Two case reports and review of the literature,"Lucaya J, Herrera M, Salcedo S.",Pediatr Radiol. 1979 Apr 19;8(2):65-9. doi: 10.1007/BF00973993.,Lucaya J,Pediatr Radiol,1979,1979. 4. 19,,,10.1007/BF00973993
Review,7491192,Ependymoblastoma: MR presentation. A case report and review of the literature,"Dorsay TA, Rovira MJ, Ho VB, Kelley J.",Pediatr Radiol. 1995;25(6):433-5. doi: 10.1007/BF02019056.,Dorsay TA,Pediatr Radiol,1995,1995. 1. 1,,,10.1007/BF02019056
Review,17607572,Bland-White-Garland syndrome of anomalous left coronary artery arising from the pulmonary artery (ALCAPA): a historical review,"Cowles RA, Berdon WE.",Pediatr Radiol. 2007 Sep;37(9):890-5. doi: 10.1007/s00247-007-0544-8. Epub 2007 Jul 3.,Cowles RA,Pediatr Radiol,2007,2007. 7. 4,,,10.1007/s00247-007-0544-8
Review,29085966,Use of ultrasound in diagnosing postoperative small-bowel intussusception in pediatric surgical oncology patients: a single-center retrospective review,"VanHouwelingen LT, Seims AD, Ortega-Laureano L, Coleman JL, McCarville MB, Davidoff AM, Fernandez-Pineda I.",Pediatr Radiol. 2018 Feb;48(2):204-209. doi: 10.1007/s00247-017-4018-3. Epub 2017 Oct 30.,VanHouwelingen LT,Pediatr Radiol,2018,2017. 11. 1,,,10.1007/s00247-017-4018-3
Review,6844050,Adrenal carcinoma and adenoma in children: a review of 17 patients,"Daneman A, Chan HS, Martin J.",Pediatr Radiol. 1983;13(1):11-8. doi: 10.1007/BF00975660.,Daneman A,Pediatr Radiol,1983,1983. 1. 1,,,10.1007/BF00975660
Review,12684712,Juvenile osteochondritis dissecans: a 5-year review of the natural history using clinical and MRI evaluation,"Hughes JA, Cook JV, Churchill MA, Warren ME.",Pediatr Radiol. 2003 Jun;33(6):410-7. doi: 10.1007/s00247-003-0876-y. Epub 2003 Apr 9.,Hughes JA,Pediatr Radiol,2003,2003. 4. 10,,,10.1007/s00247-003-0876-y
Review,2935775,Osteoid osteoma and osteoblastoma of the spine in children. Report of 22 cases with brief literature review,"Azouz EM, Kozlowski K, Marton D, Sprague P, Zerhouni A, Asselah F.",Pediatr Radiol. 1986;16(1):25-31. doi: 10.1007/BF02387501.,Azouz EM,Pediatr Radiol,1986,1986. 1. 1,,,10.1007/BF02387501
Review,1491905,Rare malignant mid-femoral tumours in the first decade of life. Report of three cases with short literature review,"Kozlowski K, Bellemore M, Marsden FW, Bale P, Kan A.",Pediatr Radiol. 1992;22(7):493-7. doi: 10.1007/BF02012991.,Kozlowski K,Pediatr Radiol,1992,1992. 1. 1,,,10.1007/BF02012991
Review,11009295,The impact of imaging in the management of intussusception owing to pathologic lead points in children. A review of 43 cases,"Navarro O, Dugougeat F, Kornecki A, Shuckett B, Alton DJ, Daneman A.",Pediatr Radiol. 2000 Sep;30(9):594-603. doi: 10.1007/s002470000261.,Navarro O,Pediatr Radiol,2000,2000. 9. 29,,,10.1007/s002470000261
Review,1233449,Accessory diaphragm. Report of 6 cases and a review of the literature,"Wille L, Holthusen W, Willich E.",Pediatr Radiol. 1975 Nov 24;4(1):14-20. doi: 10.1007/BF00978814.,Wille L,Pediatr Radiol,1975,1975. 11. 24,,,10.1007/BF00978814
Review,8929295,Imaging features of type 1 hereditary tyrosinemia: a review of 30 patients,"Dubois J, Garel L, Patriquin H, Paradis K, Forget S, Filiatrault D, Grignon A, Russo P, St-Vil D.",Pediatr Radiol. 1996 Dec;26(12):845-51. doi: 10.1007/BF03178035.,Dubois J,Pediatr Radiol,1996,1996. 12. 1,,,10.1007/BF03178035
Review,12497231,"Congenital, solitary, large, intrahepatic arterioportal fistula in a child: management and review of the literature","Kumar N, de Goyet Jde V, Sharif K, McKiernan P, John P.",Pediatr Radiol. 2003 Jan;33(1):20-3. doi: 10.1007/s00247-002-0764-x. Epub 2002 Aug 1.,Kumar N,Pediatr Radiol,2003,2002. 12. 24,,,10.1007/s00247-002-0764-x
Review,372908,Xanthogranulomatous pyelonephritis in childhood. Report of three cases and a review of the literature,"Fahr K, Oppermann HC, Schärer K, Greinacher I.",Pediatr Radiol. 1979 Feb 26;8(1):10-6. doi: 10.1007/BF00973669.,Fahr K,Pediatr Radiol,1979,1979. 2. 26,,,10.1007/BF00973669
Review,927975,Total anomalous pulmonary venous connection. Report of ten cases and review of the literature,"Paster SB, Swensson RE, Yabek SM.",Pediatr Radiol. 1977 Oct 28;6(3):132-40. doi: 10.1007/BF00972104.,Paster SB,Pediatr Radiol,1977,1977. 10. 28,,,10.1007/BF00972104
Review,6752854,Congenital absence of a lumbar pedicle. A case report and a review of the literature,"Macleod S, Hendry GM.",Pediatr Radiol. 1982;12(4):207-10. doi: 10.1007/BF00999313.,Macleod S,Pediatr Radiol,1982,1982. 1. 1,,,10.1007/BF00999313
Review,11373923,Bronchial mucoepidermoid tumour in a child presenting with organomegaly due to secondary amyloidosis: case report and review of the literature,"Andronikou S, Kader E.",Pediatr Radiol. 2001 May;31(5):348-50. doi: 10.1007/s002470100430.,Andronikou S,Pediatr Radiol,2001,2001. 5. 26,,,10.1007/s002470100430
Review,2602012,Pulmonary sequestration and related congenital disorders. A clinico-radiological review of 41 cases,"John PR, Beasley SW, Mayne V.",Pediatr Radiol. 1989;20(1-2):4-9. doi: 10.1007/BF02010625.,John PR,Pediatr Radiol,1989,1989. 1. 1,,,10.1007/BF02010625
Review,7322651,Large bowel volvulus in children. Review of a case material and the literature,"Andersen JF, Eklöf O, Thomasson B.",Pediatr Radiol. 1981;11(3):129-38. doi: 10.1007/BF00971814.,Andersen JF,Pediatr Radiol,1981,1981. 1. 1,,,10.1007/BF00971814
Review,19629465,"Cellular mesoblastic nephroma (infantile renal fibrosarcoma): institutional review of the clinical, diagnostic imaging, and pathologic features of a distinctive neoplasm of infancy","Bayindir P, Guillerman RP, Hicks MJ, Chintagumpala MM.",Pediatr Radiol. 2009 Oct;39(10):1066-74. doi: 10.1007/s00247-009-1348-9. Epub 2009 Jul 21.,Bayindir P,Pediatr Radiol,2009,2009. 7. 25,,,10.1007/s00247-009-1348-9
Review,10993537,Chest radiography versus chest CT in the evaluation for pulmonary metastases in patients with Wilms' tumor: a retrospective review,"Wootton-Gorges SL, Albano EA, Riggs JM, Ihrke H, Rumack CM, Strain JD.",Pediatr Radiol. 2000 Aug;30(8):533-7; discussion 537-9. doi: 10.1007/s002470000204.,Wootton-Gorges SL,Pediatr Radiol,2000,2000. 9. 19,,,10.1007/s002470000204
Review,6728551,Pulmonary sequestration associated with unilateral pulmonary hypoplasia and massive pleural effusion. A case report and review of the literature,"Lucaya J, Garcia-Conesa JA, Bernadó L.",Pediatr Radiol. 1984;14(4):228-9. doi: 10.1007/BF01042247.,Lucaya J,Pediatr Radiol,1984,1984. 1. 1,,,10.1007/BF01042247
Review,14586526,Reply to Hoffer: the radiological spectrum of invasive aspergillosis in children: a 10-year review,"Thomas K, Owens CM.",Pediatr Radiol. 2004 Jan;34(1):89. doi: 10.1007/s00247-003-1095-2. Epub 2003 Oct 28.,Thomas K,Pediatr Radiol,2004,2003. 10. 31,,,10.1007/s00247-003-1095-2
Review,7567247,Esophageal involvement in chronic granulomatous disease. Case report and review,"Hiller N, Fisher D, Abrahamov A, Blinder G.",Pediatr Radiol. 1995;25(4):308-9. doi: 10.1007/BF02011110.,Hiller N,Pediatr Radiol,1995,1995. 1. 1,,,10.1007/BF02011110
Review,6856378,Tubular colonic duplication--review of 1876-1981 literature,"Yousefzadeh DK, Bickers GH, Jackson JH Jr, Benton C.",Pediatr Radiol. 1983;13(2):65-71. doi: 10.1007/BF02390103.,Yousefzadeh DK,Pediatr Radiol,1983,1983. 1. 1,,,10.1007/BF02390103
Review,14872299,Scimitar vein draining to the left atrium and a historical review of the scimitar syndrome,"Holt PD, Berdon WE, Marans Z, Griffiths S, Hsu D.",Pediatr Radiol. 2004 May;34(5):409-13. doi: 10.1007/s00247-004-1149-0. Epub 2004 Feb 11.,Holt PD,Pediatr Radiol,2004,2004. 2. 12,,,10.1007/s00247-004-1149-0
Review,6504608,"Association of Hirschsprung's disease and imperforate anus in a patient with ""cat-eye"" syndrome. A report of one case and review of the literature","Mahboubi S, Templeton JM Jr.",Pediatr Radiol. 1984;14(6):441-2. doi: 10.1007/BF02343439.,Mahboubi S,Pediatr Radiol,1984,1984. 1. 1,,,10.1007/BF02343439
Review,8008506,Bilateral osteomyelitis due to intraosseous infusion: case report and review of the English-language literature,"Rosovsky M, FitzPatrick M, Goldfarb CR, Finestone H.",Pediatr Radiol. 1994;24(1):72-3. doi: 10.1007/BF02017671.,Rosovsky M,Pediatr Radiol,1994,1994. 1. 1,,,10.1007/BF02017671
Review,7162878,Congenital generalized fibromatosis. Case report and literature review,"Brill PW, Yandow DR, Langer LO, Breed AL, Laxova R, Gilbert EF.",Pediatr Radiol. 1982;12(6):269-78. doi: 10.1007/BF00973191.,Brill PW,Pediatr Radiol,1982,1982. 1. 1,,,10.1007/BF00973191
Review,8570315,Tuberculosis: the resurgence of our most lethal infectious disease--a review,Cremin BJ.,Pediatr Radiol. 1995;25(8):620-6. doi: 10.1007/BF02011832.,Cremin BJ,Pediatr Radiol,1995,1995. 1. 1,,,10.1007/BF02011832
Review,7029439,Skeletal lesions in Hodgkin's disease. Review of literature and case reports,"Appell RG, Oppermann HC, Brandeis WE.",Pediatr Radiol. 1981;11(2):61-5. doi: 10.1007/BF00971780.,Appell RG,Pediatr Radiol,1981,1981. 1. 1,,,10.1007/BF00971780
Review,3889810,Ultrasonic diagnosis and follow-up of malignant brain tumors in childhood. A report of 4 cases and a review of the literature,"Winkler P, Helmke K.",Pediatr Radiol. 1985;15(4):215-9. doi: 10.1007/BF02388756.,Winkler P,Pediatr Radiol,1985,1985. 1. 1,,,10.1007/BF02388756
Review,8753667,Radiation-induced meningioma in children: report of two cases and review of the literature,Starshak RJ.,Pediatr Radiol. 1996;26(8):537-41. doi: 10.1007/BF01372237.,Starshak RJ,Pediatr Radiol,1996,1996. 1. 1,,,10.1007/BF01372237
Review,2202976,Sonographic detection of congenital pancreatic cysts in the newborn: report of a case and review of the literature,"Baker LL, Hartman GE, Northway WH.",Pediatr Radiol. 1990;20(6):488-90. doi: 10.1007/BF02075220.,Baker LL,Pediatr Radiol,1990,1990. 1. 1,,,10.1007/BF02075220
Review,3353147,"Invited commentary on the review article by S.G.Miles, W.A. Cumming and J.L.Williams: Pneumatic reduction of ileocolic intussusception in children. Some thoughts on pneumatic reduction of intussusception",Girdany BR.,Pediatr Radiol. 1988;18(2):103-4. doi: 10.1007/BF02387550.,Girdany BR,Pediatr Radiol,1988,1988. 1. 1,,,10.1007/BF02387550
Review,967587,Cervical herniation of the lung. Report of a case and review of the literature,Thompson JS.,Pediatr Radiol. 1976 Apr 14;4(3):190-2. doi: 10.1007/BF00975356.,Thompson JS,Pediatr Radiol,1976,1976. 4. 14,,,10.1007/BF00975356
Review,4058967,Cloverleaf skull with generalised bone dysplasia. Report of a case with short review of the literature,"Kozlowski K, Warren PS, Fisher CC.",Pediatr Radiol. 1985;15(6):412-4. doi: 10.1007/BF02388364.,Kozlowski K,Pediatr Radiol,1985,1985. 1. 1,,,10.1007/BF02388364
Review,22138893,Spinal dysraphism associated with the cutaneous lumbosacral infantile hemangioma: a neuroradiological review,"Schumacher WE, Drolet BA, Maheshwari M, Horii KA, Nopper AJ, Newell BD, Metry DW, Garzon MC, Morel KD, Chamlin SL, Mancini AJ, Frieden IJ, Johnson CM.",Pediatr Radiol. 2012 Mar;42(3):315-20. doi: 10.1007/s00247-011-2262-5. Epub 2011 Dec 4.,Schumacher WE,Pediatr Radiol,2012,2011. 12. 6,,,10.1007/s00247-011-2262-5
Review,6462805,Primary vertebral tumours in children. Report of 20 cases with brief literature review,"Kozlowski K, Beluffi G, Masel J, Diard F, Ferrari-Ciboldi F, Le Dosseur P, Labatut J.",Pediatr Radiol. 1984;14(3):129-39. doi: 10.1007/BF01002295.,Kozlowski K,Pediatr Radiol,1984,1984. 1. 1,,,10.1007/BF01002295
Review,331222,Predominant of exclusive orbital and facial involvement in infantile cortical hyperostosis (de Toni-Caffey's disease). Report of four cases and a review of the literature,"Fauré C, Beyssac JM, Montagne JP.",Pediatr Radiol. 1977 Sep 1;6(2):103-6. doi: 10.1007/BF00973531.,Fauré C,Pediatr Radiol,1977,1977. 9. 1,,,10.1007/BF00973531
Review,11009306,Cephaloskeletal dysplasia (Taybi-Linder syndrome: osteodysplastic primordial dwarfism type III): report of two cases and review of the literature,"Vichi GF, Currarino G, Wasserman RL, Duvina PL, Filippi L.",Pediatr Radiol. 2000 Sep;30(9):644-52. doi: 10.1007/s002470000264.,Vichi GF,Pediatr Radiol,2000,2000. 9. 29,,,10.1007/s002470000264
Review,8516038,Association of congenital hepatic fibrosis with autosomal dominant polycystic kidney disease. Report of a family with review of literature,"Lipschitz B, Berdon WE, Defelice AR, Levy J.",Pediatr Radiol. 1993;23(2):131-3. doi: 10.1007/BF02012406.,Lipschitz B,Pediatr Radiol,1993,1993. 1. 1,,,10.1007/BF02012406
Review,3864123,Primary bone tumours in infants. Short literature review and report of 10 cases,"Kozlowski K, Beluffi G, Cohen DH, Padovani J, Tamaela L, Azouz M, Bale P, Martin HC, Nayanar VV, Arico M, et al.",Pediatr Radiol. 1985;15(6):359-67. doi: 10.1007/BF02388349.,Kozlowski K,Pediatr Radiol,1985,1985. 1. 1,,,10.1007/BF02388349
Review,12759791,Atypical teratoid/rhabdoid tumor of the central nervous system in children: an atypical series and review,"Fenton LZ, Foreman NK.",Pediatr Radiol. 2003 Aug;33(8):554-8. doi: 10.1007/s00247-003-0934-5. Epub 2003 May 21.,Fenton LZ,Pediatr Radiol,2003,2003. 5. 22,,,10.1007/s00247-003-0934-5
Review,514679,A syndrome of multiple gastrointestinal atresias with intraluminal calcification. A report of a case and a review of the literature,"Daneman A, Martin DJ.",Pediatr Radiol. 1979 Oct;8(4):227-31. doi: 10.1007/BF00974040.,Daneman A,Pediatr Radiol,1979,1979. 10. 1,,,10.1007/BF00974040
Review,1891266,Hangman's fracture or primary spondylolysis: a patient and a brief review,"Parisi M, Lieberson R, Shatsky S.",Pediatr Radiol. 1991;21(5):367-8. doi: 10.1007/BF02011491.,Parisi M,Pediatr Radiol,1991,1991. 1. 1,,,10.1007/BF02011491
Review,6622083,Extragonadal endodermal sinus tumors in children: a review of 24 cases,"O'Sullivan P, Daneman A, Chan HS, Smith C, Robey G, Fitz C, Martin DJ.",Pediatr Radiol. 1983;13(5):249-57. doi: 10.1007/BF00973340.,O'Sullivan P,Pediatr Radiol,1983,1983. 1. 1,,,10.1007/BF00973340
Review,20135111,Rudhe syndrome: reversible right middle lobe emphysema in infants with left-to-right shunts--an historical review,"Collins LK, Levin TL, Berdon WE, Cowles RA, Newman B.",Pediatr Radiol. 2010 May;40(5):762-5. doi: 10.1007/s00247-009-1530-0. Epub 2010 Feb 5.,Collins LK,Pediatr Radiol,2010,2010. 2. 6,,,10.1007/s00247-009-1530-0
Review,12244466,Let's not relive the past: a review of cancer risk after diagnostic or therapeutic irradiation,Ron E.,Pediatr Radiol. 2002 Oct;32(10):739-44; discussion 751-4. doi: 10.1007/s00247-002-0803-7. Epub 2002 Aug 29.,Ron E,Pediatr Radiol,2002,2002. 9. 24,,,10.1007/s00247-002-0803-7
Review,3529016,A review of the ultrasonic appearances of posterior urethral valve and ureteroceles,Cremin BJ.,Pediatr Radiol. 1986;16(5):357-64. doi: 10.1007/BF02386808.,Cremin BJ,Pediatr Radiol,1986,1986. 1. 1,,,10.1007/BF02386808
Review,6728540,Barium meal examination of infants under 4 months of age presenting with vomiting. A review of 100 cases,"Arthur RJ, Ziervogel MA, Azmy AF.",Pediatr Radiol. 1984;14(2):84-6. doi: 10.1007/BF01625813.,Arthur RJ,Pediatr Radiol,1984,1984. 1. 1,,,10.1007/BF01625813
Review,7254924,Benign lymphoid hyperplasia of the stomach. Report in a young girl and review of the literature,"Odes HS, Krawiec J, Yanai-Inbar I, Bar-Ziv J.",Pediatr Radiol. 1981;10(4):244-6. doi: 10.1007/BF01001592.,Odes HS,Pediatr Radiol,1981,1981. 1. 1,,,10.1007/BF01001592
Review,823520,Neurofibromatosis involving the lower urinary tract in children. A report of three cases and a review of the literature,"Daneman A, Grattan-Smith P.",Pediatr Radiol. 1976 Apr 14;4(3):161-6. doi: 10.1007/BF00975350.,Daneman A,Pediatr Radiol,1976,1976. 4. 14,,,10.1007/BF00975350
Review,7885793,Subcutaneous granuloma annulare: four cases and review of the literature,"Argent JD, Fairhurst JJ, Clarke NM.",Pediatr Radiol. 1994;24(7):527-9. doi: 10.1007/BF02015020.,Argent JD,Pediatr Radiol,1994,1994. 1. 1,,,10.1007/BF02015020
Review,4780876,A review of children after arterial catheterisation of the leg,"Jacobsson B, Carlgren LE, Hedvall G, Sivertsson R.",Pediatr Radiol. 1973 Jul;1(2):96-9. doi: 10.1007/BF00973222.,Jacobsson B,Pediatr Radiol,1973,1973. 7. 1,,,10.1007/BF00973222
Review,673529,Extragonadal endodermal sinus (yolk sac) tumor. Angiographic findings and literature review,"Brasch RC, de Lorimier AA, Herzog RJ, Van Natta FC.",Pediatr Radiol. 1978 Jun 19;7(2):115-8. doi: 10.1007/BF00975682.,Brasch RC,Pediatr Radiol,1978,1978. 6. 19,,,10.1007/BF00975682
Review,7220129,The cervical aortic arch: a case with diffuse arterial dysplasia and neurocutaneous angiomatosis. A review of the subject,"Bourdon JL, Hoeffel JC, Worms AM, Picard L, Pernot C.",Pediatr Radiol. 1981 Feb;10(3):143-50. doi: 10.1007/BF00975188.,Bourdon JL,Pediatr Radiol,1981,1981. 2. 1,,,10.1007/BF00975188
Review,6646881,Condensing osteitis of the clavicle in childhood: a rare sclerotic bone lesion. Review of literature and report of seven patients,"Appell RG, Oppermann HC, Becker W, Kratzat R, Brandeis WE, Willich E.",Pediatr Radiol. 1983;13(6):301-6. doi: 10.1007/BF01625953.,Appell RG,Pediatr Radiol,1983,1983. 1. 1,,,10.1007/BF01625953
Review,896349,The Weissenbacter-Zweymuller syndrome. A case report with review of the world literatue,"Cortina H, Aparici R, Beltran J, Alberto C.",Pediatr Radiol. 1977 Sep 1;6(2):109-11. doi: 10.1007/BF00973533.,Cortina H,Pediatr Radiol,1977,1977. 9. 1,,,10.1007/BF00973533
Review,12961045,Reply to Thomas et al.: The radiological spectrum of invasive aspergillosis in children: a 10-year review,Hoffer FA.,Pediatr Radiol. 2003 Nov;33(11):818. doi: 10.1007/s00247-003-1047-x. Epub 2003 Sep 5.,Hoffer FA,Pediatr Radiol,2003,2003. 9. 10,,,10.1007/s00247-003-1047-x
Review,9874621,Two comments on Dr. Ebel's review on congenital obstruction of the urinary tract,Avni F.,Pediatr Radiol. 1998 Nov;28(11):902.,Avni F,Pediatr Radiol,1998,1999. 1. 5,,,
Review,9874622,Two comments on Dr. Ebel's review on congenital obstruction of the urinary tract,Lebowitz RL.,Pediatr Radiol. 1998 Nov;28(11):902.,Lebowitz RL,Pediatr Radiol,1998,1999. 1. 5,,,
Review,184423,Metastatic neonatal Wilms' tumor: a case report with review of the literature,"Wexler HA, Poole CA, Fojaco RM.",Pediatr Radiol. 1975 Jun 13;3(3):179-81. doi: 10.1007/BF01006907.,Wexler HA,Pediatr Radiol,1975,1975. 6. 13,,,10.1007/BF01006907
